order_id,customer_id,product_id,order_date,quantity,price
239,161,373,2023-01-15,1,662.88
240,540,408,2023-11-21,2,368.11
241,392,632,2023-06-28,1,923.58
242,769,224,2023-11-28,1,671.03
243,677,299,2023-03-03,2,314.27
244,575,606,2023-04-29,2,499.28
245,534,556,2023-02-06,3,854.25
246,70,339,2023-05-14,3,368.69
247,893,514,2023-01-26,1,549.17
248,405,374,2023-01-08,4,695.69
249,608,229,2023-01-04,3,766.8
250,675,619,2023-01-21,3,215.2
251,591,696,2023-05-29,1,586.89
252,517,343,2023-01-25,4,916.59
253,828,516,2023-05-23,2,969.94
254,120,551,2023-09-02,2,673.34
255,814,242,2023-02-12,1,984.48
256,690,689,2023-10-20,1,592.2
257,688,499,2023-07-04,4,470.47
258,902,408,2023-02-11,1,574.01
259,217,530,2023-04-02,1,159.93
260,56,633,2023-11-13,1,431.63
261,366,392,2023-11-20,4,485.48
262,699,360,2023-02-22,1,856.2
263,504,264,2023-03-25,3,770.72
264,744,443,2023-02-03,4,621.36
265,767,458,2023-03-17,3,379.91
266,925,352,2023-12-19,4,227.68
267,455,415,2023-07-16,3,380.38
268,104,522,2023-10-13,4,695.81
269,77,366,2023-03-29,2,299.89
270,230,231,2023-08-23,1,455.54
271,914,571,2023-08-20,1,417.43
272,258,432,2023-01-07,4,777.31
273,264,482,2023-10-19,3,889.6
274,331,229,2023-02-07,2,714.4
275,993,395,2023-02-21,3,374.52
276,182,534,2023-05-23,1,461.52
277,893,456,2023-08-09,1,186.18
278,768,481,2023-08-28,3,209.69
279,550,504,2023-05-23,4,206.08
280,688,521,2023-12-15,4,174.06
281,27,637,2023-12-29,3,220.6
282,276,523,2023-02-18,1,242.55
283,652,546,2023-10-04,3,156.25
284,299,602,2023-09-28,1,658.25
285,957,593,2023-01-14,3,990.88
286,799,494,2023-10-25,4,885.23
287,91,287,2023-01-15,2,93.32
288,480,349,2023-08-22,1,451.91
289,573,449,2023-03-04,2,866.35
290,458,521,2023-07-15,4,177.94
291,451,605,2023-01-27,3,855.26
292,365,483,2023-04-03,4,613.07
293,859,562,2023-04-15,2,934.73
294,675,579,2023-11-05,4,882.24
295,351,398,2023-02-21,4,693.18
296,655,244,2023-11-15,3,674.93
297,400,556,2023-06-30,2,252.51
298,253,228,2023-02-26,2,160.92
299,781,629,2023-04-30,2,444.62
300,881,217,2023-11-04,1,227.25
301,803,327,2023-12-29,4,147.3
302,459,579,2023-02-12,2,337.21
303,699,368,2023-05-15,4,867.47
304,917,444,2023-09-17,3,66.29
305,499,587,2023-07-16,3,328.01
306,950,276,2023-05-13,1,452.85
307,971,431,2023-09-12,1,535.04
308,926,404,2023-08-08,3,222.5
309,508,650,2023-12-02,2,966.01
310,304,448,2023-02-10,3,599.93
311,501,502,2023-09-12,4,546.01
312,803,414,2023-01-02,1,58.38
313,598,415,2023-07-14,1,511.43
314,166,358,2023-08-30,3,845.79
315,415,269,2023-05-29,2,258.66
316,462,593,2023-07-17,2,383.65
317,920,285,2023-10-26,4,69.54
318,114,467,2023-09-02,1,978.08
319,433,269,2023-12-04,3,113.32
320,992,299,2023-04-18,3,903.31
321,356,547,2023-07-31,1,347.34
322,928,697,2023-06-05,3,608.18
323,695,650,2023-01-26,1,695.35
324,207,416,2023-03-23,2,183.79
325,768,615,2023-03-24,2,471.57
326,235,361,2023-05-11,3,359.19
327,442,623,2023-11-25,2,103.77
328,355,294,2023-04-10,2,841.53
329,515,374,2023-09-13,4,92.91
330,208,365,2023-02-18,1,670.6
331,709,315,2023-03-04,1,348.37
332,853,420,2023-11-07,3,232.52
333,125,644,2023-10-17,1,683.73
334,138,231,2023-04-15,4,595.81
335,339,211,2023-04-15,3,349.49
336,537,543,2023-11-21,3,537.31
337,68,577,2023-01-15,1,283.93
338,573,330,2023-06-24,2,870.51
339,541,688,2023-09-16,2,348.13
340,383,305,2023-07-30,2,282.9
341,19,227,2023-09-16,2,764.24
342,683,427,2023-04-12,4,66.71
343,450,202,2023-09-17,3,304.61
344,74,559,2023-12-10,2,406.63
345,573,301,2023-06-08,4,888.13
346,939,221,2023-02-14,3,952.92
347,665,258,2023-10-28,1,730.65
348,276,589,2023-09-08,1,517.91
349,48,380,2023-11-27,4,658.59
350,211,629,2023-06-14,3,443.3
351,855,541,2023-07-12,2,333.88
352,920,549,2023-01-09,3,953.15
353,651,220,2023-03-06,2,159.62
354,622,455,2023-10-09,4,379.07
355,994,517,2023-06-30,2,904.13
356,695,238,2023-10-09,4,736.98
357,540,348,2023-10-06,3,77.65
358,709,698,2023-01-30,3,71.94
359,191,225,2023-09-23,2,540.69
360,315,586,2023-11-24,3,510.04
361,901,321,2023-08-05,2,470.84
362,563,616,2023-11-16,3,337.23
363,661,226,2023-04-15,1,987.31
364,780,654,2023-07-03,2,308.39
365,562,369,2023-11-26,4,515.54
366,900,523,2023-05-28,1,434.65
367,758,425,2023-04-15,4,211.74
368,113,201,2023-02-16,3,242.49
369,170,507,2023-03-28,1,922.39
370,468,461,2023-11-05,3,865.37
371,678,213,2023-05-09,2,239.09
372,921,603,2023-09-15,4,881.88
373,14,596,2023-11-10,3,248.73
374,715,248,2023-05-27,4,645.22
375,288,609,2023-03-13,4,127.22
376,907,513,2023-05-20,3,886.35
377,189,571,2023-01-27,2,98.93
378,914,491,2023-01-29,4,577.2
379,155,532,2023-09-28,3,790.73
380,567,294,2023-06-23,2,160.99
381,694,461,2023-09-10,3,434.26
382,722,682,2023-03-01,2,89.85
383,888,478,2023-04-17,4,698.61
384,471,559,2023-08-08,1,342.08
385,75,405,2023-09-16,3,581.43
386,277,385,2023-05-26,4,936.1
387,940,375,2023-02-21,3,340.57
388,645,638,2023-03-01,3,96.2
389,343,587,2023-02-03,2,691.85
390,425,580,2023-04-06,3,797.5
391,571,509,2023-03-30,2,959.98
392,511,668,2023-11-12,4,199.91
393,857,615,2023-08-19,3,422.53
394,182,269,2023-10-02,4,851.93
395,458,672,2023-09-03,1,816.53
396,918,304,2023-04-21,4,643.56
397,851,446,2023-08-22,3,305.9
398,833,361,2023-10-05,1,319.83
399,64,400,2023-06-15,2,167.8
400,839,416,2023-05-08,1,925.76
401,260,634,2023-08-25,3,214.28
402,193,412,2023-10-18,3,594.24
403,655,216,2023-04-17,4,605.13
404,616,698,2023-05-08,2,401.13
405,972,572,2023-07-14,3,384.89
406,406,532,2023-12-05,3,685.16
407,726,405,2023-05-23,2,418.88
408,754,565,2023-04-21,2,292.36
409,943,690,2023-03-31,4,429.18
410,721,239,2023-09-08,1,817.28
411,93,289,2023-10-07,2,968.15
412,430,630,2023-11-29,3,654.15
413,654,456,2023-08-12,2,793.0
414,434,680,2023-04-11,3,556.18
415,404,454,2023-05-12,4,643.58
416,434,416,2023-01-13,1,988.68
417,112,568,2023-04-08,4,466.5
418,929,503,2023-04-30,2,112.94
419,375,372,2023-10-20,3,959.16
420,59,337,2023-10-31,2,803.41
421,43,688,2023-07-18,2,428.39
422,207,698,2023-01-01,2,983.28
423,780,671,2023-03-01,2,378.26
424,296,584,2023-09-07,1,403.51
425,118,378,2023-05-20,3,629.24
426,532,277,2023-05-29,2,310.63
427,222,388,2023-02-13,3,713.64
428,166,680,2023-07-05,1,195.21
429,643,698,2023-04-18,3,152.62
430,156,215,2023-02-13,3,558.13
431,184,492,2023-03-19,1,577.72
432,90,697,2023-08-14,2,151.32
433,94,519,2023-06-11,3,965.97
434,13,525,2023-10-08,4,594.62
435,973,414,2023-09-10,3,193.48
436,834,408,2023-05-12,2,345.87
437,805,369,2023-05-24,4,810.22
438,945,530,2023-09-23,2,547.07
439,742,480,2023-04-19,3,228.74
440,834,666,2023-07-13,1,147.71
441,804,505,2023-02-04,2,459.24
442,438,346,2023-10-02,2,370.54
443,538,463,2023-07-06,1,673.12
444,587,204,2023-08-31,3,928.98
445,968,290,2023-09-21,2,285.34
446,876,653,2023-01-10,3,862.47
447,936,260,2023-06-15,3,924.44
448,811,511,2023-01-29,3,906.9
449,150,216,2023-09-28,1,954.47
450,660,427,2023-03-28,3,850.0
451,8,674,2023-01-23,3,613.81
452,29,666,2023-07-29,4,439.35
453,296,229,2023-02-15,4,517.1
454,986,351,2023-01-28,4,878.98
455,926,445,2023-01-26,2,336.33
456,721,470,2023-09-23,2,201.3
457,640,279,2023-06-24,4,183.78
458,340,633,2023-01-04,1,835.64
459,628,489,2023-11-07,1,773.41
460,439,353,2023-11-18,4,522.76
461,144,477,2023-03-08,2,311.13
462,942,601,2023-05-15,2,693.73
463,830,479,2023-02-24,1,86.51
464,747,257,2023-01-31,3,589.82
465,519,691,2023-03-15,1,428.5
466,976,665,2023-01-19,3,978.97
467,45,386,2023-06-05,2,532.18
468,955,598,2023-12-03,2,574.65
469,239,293,2023-06-05,4,726.74
470,952,476,2023-05-27,2,510.31
471,944,358,2023-03-28,3,263.34
472,155,475,2023-01-20,1,560.41
473,181,381,2023-09-26,4,947.06
474,215,559,2023-11-29,3,439.42
475,88,640,2023-02-12,1,695.66
476,256,277,2023-11-02,1,979.13
477,511,666,2023-01-28,1,838.43
478,73,351,2023-09-17,2,676.08
479,931,646,2023-01-22,1,749.2
480,179,438,2023-04-11,2,939.66
481,212,489,2023-02-08,1,961.76
482,805,431,2023-10-17,1,970.52
483,234,688,2023-12-19,2,644.36
484,465,218,2023-10-27,2,415.48
485,751,273,2023-06-19,3,176.5
486,223,617,2023-10-23,1,416.27
487,631,616,2023-12-19,2,945.81
488,825,389,2023-05-10,3,895.31
489,264,638,2023-06-05,3,547.48
490,207,217,2023-03-15,2,560.16
491,607,219,2023-12-08,1,343.47
492,885,419,2023-03-31,3,481.78
493,734,526,2023-03-08,1,728.73
494,366,683,2023-08-24,1,432.31
495,276,320,2023-07-19,3,228.58
496,380,301,2023-11-28,2,563.82
497,743,234,2023-08-15,1,264.07
498,309,284,2023-12-14,4,975.57
499,631,609,2023-08-21,2,420.82
500,268,396,2023-09-23,3,914.18
501,945,530,2023-03-27,4,264.28
502,785,402,2023-04-12,1,229.75
503,64,544,2023-08-02,2,636.06
504,810,541,2023-04-18,4,790.41
505,350,211,2023-06-14,2,588.43
506,925,547,2023-04-01,1,268.31
507,915,600,2023-07-11,2,86.0
508,494,418,2023-12-01,4,637.37
509,523,645,2023-03-27,2,174.49
510,98,453,2023-08-10,3,376.02
511,946,422,2023-12-29,3,692.0
512,71,583,2023-04-11,4,143.12
513,364,569,2023-08-14,2,170.89
514,570,280,2023-12-30,4,108.58
515,802,207,2023-03-01,2,996.28
516,763,472,2023-09-07,1,417.72
517,276,427,2023-02-17,3,910.51
518,50,216,2023-04-27,1,328.91
519,358,624,2023-08-15,2,765.54
520,728,212,2023-12-28,1,258.11
521,906,491,2023-02-02,4,523.41
522,928,441,2023-02-13,4,833.38
523,564,221,2023-06-14,2,825.52
524,783,378,2023-12-11,3,804.57
525,485,627,2023-10-19,4,832.55
526,84,428,2023-12-03,3,250.9
527,899,696,2023-12-10,2,508.11
528,805,473,2023-10-14,3,510.63
529,638,488,2023-12-30,2,895.98
530,808,497,2023-08-13,1,332.05
531,584,334,2023-10-13,2,934.92
532,296,672,2023-07-23,1,478.26
533,236,483,2023-06-21,2,686.3
534,56,604,2023-01-12,4,305.44
535,919,353,2023-11-03,4,439.78
536,360,266,2023-05-01,3,724.31
537,907,337,2023-09-01,2,537.11
538,110,292,2023-06-01,2,934.17
539,192,637,2023-06-01,2,750.27
540,904,517,2023-07-07,3,586.18
541,93,622,2023-01-13,4,892.34
542,862,459,2023-04-01,2,682.28
543,568,668,2023-07-19,3,664.95
544,60,654,2023-03-15,2,284.05
545,650,303,2023-09-13,1,425.11
546,39,681,2023-10-03,2,699.14
547,540,255,2023-11-24,1,897.2
548,49,457,2023-11-25,3,349.77
549,420,301,2023-03-12,3,254.71
550,637,398,2023-03-19,4,614.01
551,13,501,2023-10-11,2,113.84
552,992,426,2023-05-10,3,728.81
553,36,631,2023-02-12,4,717.98
554,101,663,2023-01-08,2,387.22
555,794,437,2023-01-13,3,898.04
556,86,226,2023-08-01,1,527.07
557,516,321,2023-04-21,3,663.48
558,223,598,2023-10-18,1,249.1
559,338,382,2023-01-23,4,446.47
560,960,399,2023-10-29,4,869.3
561,166,502,2023-09-11,2,252.29
562,383,455,2023-01-15,2,421.05
563,856,322,2023-05-10,2,352.17
564,895,231,2023-03-02,4,193.55
565,376,672,2023-04-25,1,325.23
566,471,515,2023-11-16,2,271.13
567,790,679,2023-11-04,2,927.41
568,642,485,2023-11-21,4,754.02
569,31,306,2023-03-08,1,350.3
570,375,424,2023-09-06,3,775.17
571,11,473,2023-06-24,2,71.03
572,988,598,2023-12-05,3,550.2
573,302,432,2023-01-02,3,287.82
574,96,620,2023-06-21,2,158.61
575,190,456,2023-11-30,4,889.57
576,453,642,2023-10-11,2,239.37
577,192,696,2023-02-23,1,831.27
578,486,224,2023-03-08,1,442.56
579,266,309,2023-04-12,2,63.58
580,424,391,2023-04-30,3,745.91
581,128,547,2023-07-10,1,616.54
582,238,225,2023-10-31,1,376.96
583,920,387,2023-02-16,2,317.47
584,355,488,2023-08-10,2,120.01
585,940,316,2023-01-21,4,944.35
586,112,538,2023-06-07,2,519.29
587,828,566,2023-12-14,2,131.25
588,446,602,2023-06-08,1,875.25
589,343,237,2023-08-23,1,314.89
590,145,482,2023-05-30,1,243.42
591,65,337,2023-09-14,3,316.89
592,247,427,2023-06-14,1,586.34
593,735,520,2023-03-18,1,120.35
594,991,528,2023-03-26,2,507.67
595,490,604,2023-02-15,4,900.96
596,825,382,2023-02-16,1,228.76
597,439,562,2023-08-01,4,364.63
598,106,286,2023-02-28,1,426.32
599,181,667,2023-02-23,1,606.91
600,184,614,2023-12-08,4,923.29
601,226,253,2023-01-12,2,424.81
602,777,548,2023-07-11,1,115.7
603,790,555,2023-01-06,4,380.55
604,909,435,2023-11-05,1,230.58
605,89,647,2023-05-24,3,669.19
606,688,467,2023-12-12,3,77.8
607,530,487,2023-09-18,3,327.33
608,371,633,2023-03-14,3,567.91
609,972,696,2023-06-23,2,313.47
610,936,687,2023-08-20,3,573.45
611,913,300,2023-09-27,4,158.98
612,399,678,2023-12-28,1,945.67
613,106,287,2023-08-10,4,326.36
614,271,603,2023-02-21,3,926.85
615,975,596,2023-04-26,2,359.54
616,831,215,2023-01-26,3,792.75
617,503,615,2023-02-22,3,283.88
618,679,627,2023-12-31,2,686.28
619,525,301,2023-01-29,2,357.53
620,849,365,2023-01-19,2,533.7
621,32,663,2023-10-30,2,690.12
622,393,229,2023-10-06,2,609.44
623,40,314,2023-04-27,2,597.47
624,660,307,2023-04-16,1,112.4
625,218,610,2023-11-05,3,286.62
626,731,564,2023-08-15,3,593.25
627,981,330,2023-12-18,2,67.4
628,82,284,2023-07-05,4,288.11
629,845,471,2023-09-18,2,267.73
630,720,444,2023-01-16,1,287.36
631,201,588,2023-09-30,4,558.83
632,447,414,2023-06-09,1,602.86
633,844,506,2023-12-24,4,913.55
634,428,366,2023-09-07,4,416.73
635,38,479,2023-08-12,2,930.25
636,211,259,2023-09-13,1,669.36
637,444,290,2023-06-29,4,917.03
638,327,571,2023-01-20,1,841.8
639,761,531,2023-04-22,2,703.2
640,227,612,2023-04-30,2,388.3
641,48,394,2023-07-13,2,279.05
642,18,323,2023-04-21,2,261.27
643,912,336,2023-07-29,3,954.57
644,439,613,2023-01-01,4,960.65
645,807,339,2023-02-27,3,738.59
646,708,429,2023-04-03,2,889.61
647,187,474,2023-08-09,4,923.05
648,345,639,2023-07-30,4,535.98
649,224,250,2023-08-20,1,647.61
650,830,598,2023-09-19,2,447.82
651,488,318,2023-12-30,3,447.57
652,909,402,2023-04-13,1,86.51
653,877,683,2023-02-19,4,462.13
654,849,593,2023-04-20,3,689.82
655,229,683,2023-03-29,2,450.88
656,390,595,2023-01-20,3,878.79
657,979,391,2023-01-14,3,365.93
658,589,564,2023-05-13,3,176.05
659,188,660,2023-10-23,1,820.98
660,858,523,2023-02-03,4,690.25
661,270,381,2023-07-27,3,279.73
662,607,623,2023-10-28,4,559.63
663,310,278,2023-07-18,1,431.76
664,132,640,2023-03-21,2,941.92
665,551,612,2023-03-12,2,626.97
666,72,275,2023-06-04,3,200.47
667,793,495,2023-03-19,1,527.04
668,845,481,2023-03-19,2,869.43
669,672,221,2023-06-21,1,687.92
670,187,594,2023-10-16,1,850.33
671,486,371,2023-02-02,3,287.88
672,191,215,2023-10-27,3,893.93
673,422,411,2023-10-03,1,767.83
674,120,248,2023-01-07,1,742.47
675,220,286,2023-06-09,3,379.21
676,53,349,2023-08-28,1,893.28
677,734,388,2023-01-24,3,656.08
678,451,572,2023-08-02,4,859.25
679,412,692,2023-03-11,1,392.92
680,643,680,2023-08-04,3,188.37
681,237,506,2023-04-14,1,365.72
682,758,351,2023-08-03,3,482.5
683,738,341,2023-02-23,1,556.74
684,720,269,2023-10-21,2,535.27
685,406,460,2023-11-26,2,568.75
686,608,676,2023-12-02,1,849.62
687,422,534,2023-07-22,2,211.6
688,712,656,2023-10-15,1,350.25
689,247,209,2023-02-14,1,894.18
690,72,321,2023-11-13,4,582.44
691,830,571,2023-07-17,4,604.22
692,185,619,2023-08-04,2,504.16
693,6,301,2023-11-05,4,571.53
694,206,349,2023-11-28,4,238.18
695,544,642,2023-07-03,1,569.52
696,611,346,2023-01-27,3,997.31
697,906,553,2023-06-15,1,587.75
698,387,656,2023-11-14,4,92.18
699,768,443,2023-10-01,1,806.61
700,699,441,2023-12-31,2,426.65
701,76,537,2023-04-13,3,195.99
702,177,243,2023-11-29,4,869.39
703,827,295,2023-04-14,4,238.07
704,799,426,2023-09-02,1,924.73
705,349,206,2023-11-01,1,469.71
706,255,414,2023-06-18,1,755.65
707,837,406,2023-04-26,1,569.65
708,702,267,2023-05-21,4,293.8
709,308,596,2023-12-22,1,687.54
710,345,300,2023-05-05,4,960.02
711,127,212,2023-01-25,1,781.16
712,937,437,2023-07-13,3,623.82
713,287,522,2023-04-10,3,991.1
714,766,458,2023-01-05,1,302.06
715,725,599,2023-01-19,1,109.22
716,762,607,2023-06-19,2,80.52
717,596,613,2023-10-01,3,725.15
718,487,537,2023-09-11,4,838.72
719,383,680,2023-05-01,3,653.35
720,406,335,2023-02-01,4,909.78
721,388,422,2023-05-29,1,713.08
722,525,356,2023-09-23,3,402.41
723,557,342,2023-02-06,3,222.2
724,639,628,2023-06-26,2,928.42
725,938,358,2023-12-08,2,148.42
726,626,665,2023-01-13,3,565.84
727,945,616,2023-07-02,3,348.31
728,276,694,2023-05-25,3,307.84
729,500,526,2023-09-22,4,663.54
730,717,571,2023-03-29,1,269.68
731,337,544,2023-02-15,2,920.55
732,950,462,2023-04-29,1,435.74
733,932,483,2023-01-19,2,693.51
734,481,538,2023-08-08,2,741.37
735,897,544,2023-08-21,2,698.79
736,911,429,2023-04-04,3,908.23
737,973,576,2023-09-08,2,269.57
738,273,480,2023-09-07,1,131.75
739,920,558,2023-10-09,2,102.69
740,58,490,2023-08-20,1,883.95
741,328,368,2023-02-15,2,974.62
742,731,247,2023-02-15,2,337.4
743,109,663,2023-01-14,3,708.84
744,279,403,2023-03-26,1,58.47
745,686,414,2023-11-15,2,229.2
746,328,446,2023-11-24,2,704.81
747,776,224,2023-01-03,1,112.59
748,315,521,2023-01-28,2,495.08
749,474,474,2023-06-06,4,679.45
750,111,244,2023-12-09,3,777.66
751,699,532,2023-11-29,1,481.13
752,781,513,2023-11-28,3,648.77
753,935,563,2023-06-24,4,562.6
754,229,356,2023-04-24,4,99.69
755,497,688,2023-11-27,4,755.66
756,156,580,2023-09-07,1,213.74
757,473,399,2023-02-28,4,80.22
758,701,607,2023-07-22,1,478.61
759,272,669,2023-11-11,1,872.36
760,887,362,2023-08-27,2,193.29
761,2,595,2023-08-22,1,62.21
762,758,670,2023-10-30,4,154.48
763,722,434,2023-04-05,1,395.48
764,511,363,2023-05-21,1,601.16
765,913,316,2023-11-30,3,233.36
766,286,293,2023-04-23,4,811.87
767,871,242,2023-04-19,1,765.63
768,13,484,2023-12-28,2,711.07
769,608,579,2023-12-11,1,513.1
770,498,410,2023-10-16,1,396.96
771,733,406,2023-04-07,3,406.81
772,238,666,2023-12-01,4,527.92
773,94,420,2023-01-16,4,123.45
774,338,480,2023-02-13,2,698.19
775,781,336,2023-08-18,2,383.93
776,171,306,2023-04-18,2,263.52
777,981,318,2023-08-05,1,314.41
778,606,437,2023-09-17,1,221.28
779,661,509,2023-11-08,2,906.49
780,624,656,2023-11-16,4,210.59
781,567,588,2023-07-15,4,888.78
782,849,675,2023-04-05,2,593.63
783,936,300,2023-02-25,3,874.08
784,467,461,2023-02-01,4,500.36
785,628,681,2023-08-19,4,931.25
786,143,505,2023-01-09,2,250.92
787,201,554,2023-07-10,4,576.96
788,180,486,2023-12-27,1,169.55
789,714,528,2023-07-19,1,474.86
790,364,303,2023-11-30,4,591.41
791,479,263,2023-06-10,1,625.39
792,565,375,2023-03-28,3,397.25
793,471,482,2023-01-21,4,122.52
794,384,641,2023-11-07,2,672.56
795,692,493,2023-03-17,1,514.01
796,926,426,2023-05-21,3,180.03
797,417,207,2023-05-06,3,939.08
798,825,327,2023-09-08,1,957.89
799,308,624,2023-03-25,3,863.78
800,649,292,2023-02-17,4,851.67
801,694,623,2023-03-19,3,143.74
802,367,390,2023-01-30,1,993.75
803,1,559,2023-10-12,3,430.36
804,44,676,2023-05-16,1,204.97
805,739,662,2023-05-20,1,821.5
806,843,253,2023-02-10,3,264.44
807,98,442,2023-10-09,1,549.87
808,720,686,2023-02-19,1,171.62
809,265,332,2023-09-15,2,500.91
810,800,690,2023-11-07,4,580.23
811,783,666,2023-12-26,1,473.63
812,140,564,2023-09-27,4,116.01
813,481,312,2023-05-14,2,510.69
814,237,609,2023-08-22,2,495.5
815,974,207,2023-05-08,2,298.54
816,953,430,2023-04-14,2,925.52
817,904,356,2023-09-11,4,446.9
818,72,397,2023-04-05,3,870.91
819,667,523,2023-12-03,3,154.18
820,190,564,2023-08-05,4,352.93
821,268,423,2023-03-02,1,217.51
822,321,567,2023-09-25,4,437.99
823,107,690,2023-08-29,1,156.05
824,232,450,2023-01-13,1,468.98
825,42,604,2023-05-27,3,386.18
826,702,283,2023-08-28,2,262.15
827,883,440,2023-03-30,3,660.07
828,139,580,2023-04-05,3,953.37
829,615,595,2023-11-11,4,246.76
830,683,560,2023-10-20,4,726.2
831,863,523,2023-01-25,1,755.26
832,273,671,2023-09-29,4,523.21
833,481,463,2023-06-15,1,902.78
834,416,607,2023-09-07,1,968.07
